ts,node,label,net_rx_bytes_rate,net_tx_bytes_rate,net_rx_pkts_rate,net_tx_pkts_rate,nebula_mbps,conn_rate,active_peers,relay_ratio,relay_bytes_rate,cot_switches_rate,cot_latency_avg_ms,policy_event_rate,attest_rate,proto_violation_rate,error_rate,cpu_util_pct,mem_used_pct,open_fds,load1
1750028792,nodeA,normal,1612596.790903171,934441.3888363003,1655.9684701479996,976.6149576938559,8.992445349376261,2.0,5.0,0.4288812153530877,691612.471557041,1.1596263351647014,26.225620548263734,0.0,0.0,0.0,1.0,33.36381368786341,51.724293805921214,259.0,1.1377802670524637
1750028793,nodeA,normal,1556312.0757274504,743369.4184495738,1544.3773622044534,739.0468625545155,8.105496735008753,0.0,4.0,0.40198739883654194,625617.8430995771,0.9986538661695274,27.29078536570711,0.0,0.0,0.0,0.0,31.664829677797307,51.2675341623489,254.0,1.1050546074751595
1750028794,nodeA,normal,1634433.4040379676,792328.2524103477,1716.0172195590478,747.654803113933,8.40844744312003,7.0,5.0,0.3724288526731091,608710.1574364644,1.0753847880136727,29.060855922934408,0.0,0.0,7.0,0.0,32.11148081095446,50.329729778321905,253.0,1.175415934713314
1750028795,nodeA,normal,1720168.2483904085,986621.1808513885,1702.6983006394203,1027.98750691517,7.937097059534315,4.0,5.0,0.3293994701256517,566622.509546771,1.3201402008379977,29.71033479281825,0.0,0.0,0.0,1.0,31.491054497145793,50.33654152601872,254.0,1.174229854895764
1750028796,nodeA,normal,1689361.0064504487,954322.8404379047,1562.7949859729317,925.9783981969473,8.287379258466984,0.0,5.0,0.30919554232702545,522342.892575576,1.8469974479127098,29.43409065282716,0.0,0.0,0.0,0.0,32.39417021699199,50.80192138912519,256.0,1.1196858582754363
1750028797,nodeA,normal,1682676.7415475969,773926.9410060921,1551.9533395705575,763.5146415737513,7.831641583484751,2.0,5.0,0.33781827527626856,568438.9546771006,2.0663717711595595,31.03214030905113,0.0,0.0,0.0,0.0,31.8680134196232,49.75318782600439,252.0,1.0635137911651176
1750028798,nodeA,normal,1674941.3790967243,883529.6234784987,1743.1736545825322,859.9490625955311,9.137348008295321,0.0,5.0,0.37525231441166895,628525.6290099184,1.9982495280921624,31.214247954877816,0.0,0.0,0.0,0.0,30.36669896800385,50.634679512114275,245.0,0.9984135507085315
1750028799,nodeA,normal,1627173.3428747687,902699.0410720971,1503.3934301333468,954.3175017199425,9.89898574519087,1.0,5.0,0.32450010015277253,528017.9127287841,2.0856522200315073,30.887458430199842,0.0,0.0,0.0,0.0,29.36878347940619,49.2643483001581,244.0,0.948633558213085
1750028800,nodeA,portscan,1607200.5006646896,845908.6493381186,3146.728730187328,1851.9413659524123,9.315368408744304,3.4833333333333334,5.916666666666667,0.2835473158323827,455717.3879679343,1.9366428368096213,28.87866342454659,0.0,0.0,3.3333333333333335,0.0,30.537280203099268,51.657580714416476,247.0,1.0138399555874762
1750028801,nodeA,portscan,1650605.4265304187,734119.6984277079,5018.935754869888,2219.4117437615187,10.17358735698769,17.9,6.833333333333334,0.2900091252675258,478690.63590991806,1.8314510957601124,29.369048398976012,0.0,0.0,6.666666666666667,0.0,30.070802187104825,51.62269661930689,250.0,1.021512838196148
1750028802,nodeA,portscan,1649537.6779098026,824356.0663547841,7724.258243094444,3285.975768591424,10.786947524665791,76.05,6.2,0.23108309055319184,381180.26459533273,1.9553829902129642,28.139758571648382,0.0,0.0,23.650000000000002,0.0,30.838403894359423,51.703364921181645,251.0,1.037855848228934
1750028803,nodeA,portscan,1583633.5323945393,925342.7603335902,8449.305056693405,4507.596528945803,11.018430831978263,10.933333333333334,6.933333333333334,0.2861147869444876,453100.97071920993,1.6481941762837782,28.071130072389302,0.0,0.0,13.333333333333334,0.0,29.503673853445616,53.16696316937982,256.0,1.0352453432546378
1750028804,nodeA,portscan,1585659.804395427,764260.5933342462,9828.59080040222,4408.214552839554,9.803241336558072,13.416666666666666,9.583333333333332,0.3006482192561201,476725.7965374929,1.927449481979859,28.550408053163682,0.0,0.0,16.666666666666664,0.0,29.763827435956944,53.44660681719583,257.0,1.037766069319262
1750028805,nodeA,portscan,1724699.9486063744,919655.0653906004,13818.934369844648,6619.373388374718,9.41695824094876,111.3,10.5,0.35795616820681275,617366.9849096247,1.981388304679333,27.103272322436357,0.0,0.0,40.300000000000004,0.0,30.81890266737625,52.562982305329484,261.0,1.0345653267054025
1750028806,nodeA,portscan,1706601.652445017,976101.2565186066,15497.018603094157,7308.353538129526,9.536650899213857,36.766666666666666,11.416666666666666,0.32831172892554966,560297.3391014235,1.5251539112654133,27.067672300125523,0.0,0.0,23.333333333333332,0.0,31.48619839110428,51.262487381190084,258.0,1.1254439811154298
1750028807,nodeA,portscan,1702310.6901408914,1007453.4209022272,17719.443047995093,9742.808031146571,10.154505886310202,20.866666666666667,12.333333333333334,0.31552935913532226,537129.0011093636,1.406502821859652,22.985639031748413,0.0,1.0,26.666666666666668,0.0,33.174377153719696,51.21533715577945,254.0,1.2552624706064597
1750028808,nodeA,portscan,1666336.6224976417,911133.2879447802,20521.942648814536,8228.91575784229,10.911888778365926,23.349999999999998,13.25,0.2902392899130997,483636.35806990846,1.0104008519189744,22.90554534188932,0.0,1.0,30.0,0.0,33.6031995867143,51.11730166682531,247.0,1.297859937427334
1750028809,nodeA,portscan,1600232.4865367042,793436.4927311828,20738.440046558604,8297.775866252035,11.466604722165957,25.833333333333332,14.166666666666664,0.30331807601010646,485379.43898518174,0.9517869772869973,23.834719882866523,0.0,1.0,33.33333333333333,0.0,32.962403509618156,51.80567239009861,250.0,1.312777242498739
1750028810,nodeA,portscan,1580585.526527461,682496.2001851586,19829.680987865395,8835.564776445877,11.858597211614024,84.95,15.083333333333332,0.26187149700048473,413910.2979690456,1.2785786224202644,24.99832798393663,0.0,0.0,36.666666666666664,0.0,33.265515069441875,52.24213945271041,240.0,1.2670021674167626
1750028811,nodeA,portscan,1587828.7734771748,812082.9848332058,25221.296233334444,9703.53552242991,12.671954066665803,30.8,16.0,0.2727954829291658,433152.51706953085,0.8739073172675028,24.292985185231068,0.0,0.0,40.0,1.0,34.5332410955147,54.32961552904129,234.0,1.2933518312372965
1750028812,nodeA,portscan,1530950.2130941767,688627.7278241355,24363.903144082153,9823.466777980217,12.356296608038255,0.0,16.916666666666668,0.29753099422487145,455505.1390106892,1.0938710998619108,24.71894287496445,0.0,1.0,43.333333333333336,0.0,34.277090756049475,52.56270126388702,234.0,1.2890684113432438
1750028813,nodeA,portscan,1591827.6710414737,945680.2521636703,28164.927337406043,14136.487970218963,12.265344984319238,71.53333333333333,17.833333333333336,0.3153776615117756,502026.888422796,1.0088634040312345,22.927849896633674,0.0,0.0,46.666666666666664,0.0,34.63385811025043,52.35575312531679,234.0,1.2945078087297437
1750028814,nodeA,portscan,1604648.6835083568,853867.3935193863,31024.813755399056,12368.305294406062,12.658492798198912,267.75,18.75,0.3111052771272386,499214.673374726,1.290547912343088,25.509894378804866,0.0,0.0,90.25,0.0,35.25054789821899,52.42584805286826,235.0,1.3837110386561822
1750028815,nodeA,portscan,1587530.919409159,687611.0439510008,33749.989392885036,12508.541290642968,12.011589888960396,0.0,15.733333333333333,0.33529939142897625,532298.1511525742,1.159568459015298,26.72995734556966,0.0,0.0,53.333333333333336,0.0,35.42044454088411,52.14469347141042,229.0,1.374196332311531
1750028816,nodeA,portscan,1537916.934990966,604562.2906607994,33942.800927890996,9805.079351432514,12.971874789984957,43.21666666666667,20.583333333333336,0.29867737248692705,459340.9892462499,1.220714060805381,25.55667103368554,0.0,0.0,56.666666666666664,0.0,35.13991724329775,51.07691029219687,231.0,1.4222688508469719
1750028817,nodeA,portscan,1610101.2004671043,897965.9411442955,36996.60294699689,16438.640387733278,12.99417808794811,365.59999999999997,21.5,0.27787546267300595,447407.61603015894,1.0550280983656404,25.509880819217248,0.0,1.0,106.9,0.0,34.058627974719194,51.71607933627141,240.0,1.407969367089173
1750028818,nodeA,portscan,1585889.0658872593,617786.1171752266,33604.38454341005,11263.98380934627,13.455094432963095,48.18333333333333,17.933333333333334,0.23576218815830352,373892.67634990823,1.4476725419294634,24.892877773282393,0.0,1.0,63.33333333333333,0.0,33.79026241270996,50.89114101581538,240.0,1.2743805840378646
1750028819,nodeA,portscan,1589023.8444471676,604009.9313251319,39281.16435301362,12064.339914441176,13.300630409342892,152.0,23.33333333333333,0.23489208082437027,373249.1173017357,1.4426006472077417,25.920833415829392,0.0,0.0,66.66666666666666,0.0,32.08260747081161,50.2274851575418,244.0,1.2826483083251212
1750028820,nodeA,portscan,1563820.4136754386,716573.947615398,36801.665794650355,14745.363132644861,12.587969075223777,106.3,24.25,0.2322789194953272,363242.5159732665,1.767983519070239,25.831527097936203,0.0,1.0,70.0,0.0,33.78988794955072,51.22353871213508,242.0,1.3708508287613428
1750028821,nodeA,portscan,1506760.45847639,788172.6917929851,38782.82082095792,18542.6536677599,12.194116966067885,55.63333333333333,25.166666666666664,0.2814865640623613,424132.8243215472,1.8277523901481714,26.71879244276234,0.0,1.0,73.33333333333333,0.0,33.51928276530331,51.56784548399462,243.0,1.2693843854972562
1750028822,nodeA,portscan,1461337.5156310513,679681.1590527472,36724.42347144463,14750.658316067469,11.408029294427266,58.11666666666667,26.083333333333336,0.2974137407528997,434621.85702638,1.81516607935098,28.402232727717525,0.0,0.0,76.66666666666667,0.0,32.74205645184415,50.55982950970158,243.0,1.276313600674664
1750028823,nodeA,portscan,1466343.3001865991,621606.3472712409,46376.56378088412,14557.195753491624,11.469439346492464,60.6,32.400000000000006,0.3432122878063535,503267.03876656125,1.6551565508923007,30.456408975598638,0.0,0.0,80.0,0.0,31.967389162627708,52.204722917243764,251.0,1.1842760250508133
1750028824,nodeA,portscan,1454701.8506544882,678913.6019476672,45097.47067267136,18879.867550762527,11.13909693048408,63.083333333333336,27.91666666666667,0.3586063794507661,521665.36384353513,1.8944904470790032,32.85612466198944,0.0,0.0,83.33333333333334,0.0,29.543949672535785,50.15408661599497,256.0,1.0604058675256935
1750028825,nodeA,portscan,1462410.8660360656,880915.6811583684,44230.77367852211,23234.32487833225,12.000866720268167,458.96666666666664,28.833333333333332,0.34566741290407293,505507.7806654916,2.1764090412859405,33.11615223826132,0.0,0.0,151.3,0.0,30.390135892317204,49.789751788446054,258.0,1.0715125673707038
1750028826,nodeA,portscan,1412768.2956987661,736913.4478401191,43652.50341648773,21687.745813954265,11.549904415200837,0.0,29.75,0.3383212931133569,477969.59667035996,2.378942425097816,29.951897001277985,0.0,0.0,90.0,0.0,32.68283100839165,50.244019728318136,258.0,1.1862744359809334
1750028827,nodeA,portscan,1378242.741944165,667207.2967342598,47784.42043550748,17918.596290866033,11.728433238509417,70.53333333333333,24.533333333333335,0.395386338107803,544938.3507609611,2.32691492444207,29.97727918311392,0.0,0.0,93.33333333333333,0.0,30.198224635866943,48.68098307318104,255.0,1.1779450586367946
1750028828,nodeA,portscan,1373655.070208453,715158.1421979215,52112.52713292167,22415.969637178256,11.719934146709322,0.0,31.583333333333332,0.36780888187553973,505242.53545603715,2.5425857154799076,28.05844199077281,0.0,0.0,96.66666666666667,0.0,30.470052640582143,47.86321531224595,253.0,1.1362285115197446
1750028829,nodeA,portscan,1415166.4995793574,750381.5938618599,52235.590389772515,23913.153989291637,11.803801114243674,679.5,32.5,0.43503359406334563,615644.968510052,2.2235934625647027,29.969619228018473,0.0,0.0,173.5,0.0,30.53919444635237,48.761216920453975,257.0,1.0699887146549747
1750028830,nodeA,portscan,1364066.4067185568,704816.0759181372,52434.83839562727,24539.02018372022,11.14224609345506,0.0,33.41666666666667,0.42750511132715213,583145.361061845,2.2213315206298985,30.914437554525175,0.0,0.0,103.33333333333334,0.0,29.955733388473377,47.705308949205936,251.0,0.98018747090377
1750028831,nodeA,portscan,1388904.892998508,621415.9808860418,47760.78184320303,18750.337892986474,11.296144740981006,0.0,34.33333333333333,0.4106429182263357,570343.9583997438,2.2109463902076523,32.238131071061765,0.0,0.0,106.66666666666667,0.0,31.21486764915928,48.62452838485403,249.0,1.0906869063948055
1750028832,nodeA,portscan,1416361.4526530274,777517.6856185975,56069.803216023036,26352.048045309726,11.46308270666212,165.9,42.300000000000004,0.3826937477435795,542032.6724753275,2.201658701712851,30.815512448897856,0.0,0.0,110.00000000000001,0.0,31.633675017860543,49.46074734225893,258.0,1.1592890629778567
1750028833,nodeA,portscan,1391441.5655237038,607382.438763165,53462.571908003774,19399.49634231893,11.17555138972279,170.86666666666667,43.4,0.38019705069974963,529021.9794331546,2.138937448660145,31.19581166727815,0.0,0.0,113.33333333333333,0.0,31.98540984678536,49.11815619700622,259.0,1.2113192425680535
1750028834,nodeA,portscan,1364858.5079839837,593136.601464695,54459.23769844096,22809.016553233596,10.098111367842916,0.0,37.083333333333336,0.3587236147873857,489606.97765733255,2.2376577857118605,33.24527398595602,0.0,0.0,116.66666666666667,0.0,34.32663715274519,50.158551962227115,258.0,1.2317267102877973
